,Sentiment,Recession,Consumer Confidence,Inflation,Industrial Production,Unemployment
1997-06-01,0.04774434177670628,0.0,99.98254,1.51408944343192,4.51770451770451,10.8
1997-07-01,0.19841889223850254,0.0,100.21,1.61267704389285,6.28078817733989,10.7
1997-08-01,0.3490934427002988,0.0,100.4532,1.83808053879613,5.10948905109489,10.7
1997-09-01,0.4997679931620951,0.0,100.634,1.69372900335945,4.74452554744524,10.7
1997-10-01,0.48659191691695014,0.0,100.6983,1.63590604026847,6.84596577017117,10.7
1997-11-01,0.21391774988514953,0.0,100.7143,1.76149867188593,5.57575757575757,10.6
1997-12-01,0.23815587092231,0.0,100.6967,1.60323435103861,6.796116504854361,10.6
1998-01-01,0.26239399195947044,1.0,100.7303,1.20917303683112,6.90072639225183,10.5
1998-02-01,0.7433529291884042,1.0,100.8481,1.23422548883651,6.738868832731639,10.5
1998-03-01,-7.87038152338937e-06,1.0,100.9973,1.24653739612187,5.59523809523809,10.5
1998-04-01,0.07721900717297103,1.0,101.0894,1.52396785813244,4.705882352941191,10.6
1998-05-01,0.15444588472746545,1.0,101.2148,1.45067698259188,6.05700712589074,10.6
1998-06-01,0.23167276228195988,1.0,101.3548,1.46388620356306,3.8551401869159,10.5
1998-07-01,0.4996818155887013,1.0,101.5354,1.39387248136904,4.05561993047509,10.5
1998-08-01,0.3806392141570541,1.0,101.632,1.2537889225682,2.54629629629628,10.4
1998-09-01,0.2615966127254069,1.0,101.7201,1.12869924294564,3.25203252032522,10.4
1998-10-01,0.005987705978138062,1.0,101.8384,1.04553583711653,1.94508009153317,10.3
1998-11-01,0.34337950515619015,1.0,101.9288,0.906717955763149,1.7221584385763502,10.3
1998-12-01,0.2433460895845201,1.0,101.94200000000001,0.836992316136111,0.0,10.2
1999-01-01,0.9890196768647002,1.0,101.9149,0.851414446580609,1.2457531143828,10.1
1999-02-01,0.660648252038906,1.0,101.7894,0.835616438356161,-0.338218714768863,10.0
1999-03-01,0.016918334858928574,1.0,101.5516,1.02599179206565,-0.225479143179246,9.9
1999-04-01,0.876678462853306,0.0,101.329,1.13264192139737,0.11235955056179901,9.9
1999-05-01,0.33260226081620203,0.0,101.2372,0.994144082799929,-0.11198208286674302,9.9
1999-06-01,0.6845293623337056,0.0,101.2944,0.939158840342985,1.1248593925759198,9.8
1999-07-01,0.37365377762762364,0.0,101.43,1.0752688172043,0.8908685968819471,9.8
1999-08-01,0.06277819292154163,0.0,101.5946,1.17022724180159,2.1444695259593702,9.7
1999-09-01,0.9976138690156707,0.0,101.7925,1.30665577786852,2.6996625421822102,9.7
1999-10-01,0.5980470917842468,0.0,102.029,1.38869979577944,3.5914702581369196,9.6
1999-11-01,0.6320118031023109,0.0,102.1961,1.52484683458133,4.51467268623025,9.6
1999-12-01,0.014466200344031677,0.0,102.3113,1.82337733024901,4.88636363636364,9.5
2000-01-01,0.34276349801317946,0.0,102.4069,1.93357304592291,3.0201342281879002,9.4
2000-02-01,0.6710607956823272,0.0,102.4425,2.02437767196322,5.42986425339365,9.3
2000-03-01,0.999358093351475,0.0,102.4329,2.05861720875323,5.76271186440677,9.2
2000-04-01,0.8329099404169635,0.0,102.3851,1.80857049673868,6.17283950617283,9.1
2000-05-01,0.666461787482452,0.0,102.3354,1.86135346535924,7.51121076233184,9.0
2000-06-01,0.8072599235383677,0.0,102.2573,2.21213428523996,5.3392658509455,9.0
2000-07-01,0.9698918162612244,0.0,102.2233,2.18228059844159,5.73951434878588,9.0
2000-08-01,0.783540401101709,0.0,102.1196,2.13933243073884,5.85635359116021,8.9
2000-09-01,0.5971889859421935,0.0,101.9313,2.47315619567113,5.03833515881709,8.8
2000-10-01,0.9504665357138341,1.0,101.9304,2.47185651896388,4.11700975081256,8.7
2000-11-01,0.7955034492901177,1.0,102.0532,2.54911777203968,4.859611231101519,8.7
2000-12-01,1.8794780771713704e-05,1.0,102.1525,2.6,5.850487540628389,8.6
2001-01-01,0.9990860701800557,1.0,102.1548,2.1,5.21172638436483,8.5
2001-02-01,0.4995564653618203,1.0,102.0448,2.1,4.3991416309012905,8.4
2001-03-01,2.686054358491674e-05,1.0,101.891,2.3,3.41880341880342,8.4
2001-04-01,0.44180617830716074,1.0,101.676,2.8,1.3742071881606799,8.4
2001-05-01,-0.28496279402073316,1.0,101.4505,3.1,0.31282586027111997,8.4
2001-06-01,0.5508704571293492,1.0,101.2403,2.9,1.58394931362196,8.4
2001-07-01,0.49968656143028056,1.0,101.0765,2.6,-1.46137787056366,8.4
2001-08-01,0.0012422503787092865,1.0,100.9259,2.4,0.9394572025052321,8.4
2001-09-01,0.7223720432230039,1.0,100.79899999999999,2.3,-0.5213764337851879,8.4
2001-10-01,0.9951735604481655,1.0,100.7323,2.3,-2.08116545265349,8.4
2001-11-01,0.4988525249646045,1.0,100.7482,2.0,-3.70751802265705,8.5
2001-12-01,0.23174776147061493,1.0,100.8652,2.1,-3.58239508700103,8.5
2002-01-01,0.9945246312781819,1.0,100.9704,2.6,-2.7863777089783297,8.5
2002-02-01,0.4962280489198747,1.0,100.9818,2.5,-2.87769784172661,8.5
2002-03-01,6.557675078511238e-05,1.0,100.8836,2.5,-1.5495867768595002,8.5
2002-04-01,0.7937089878250845,1.0,100.6862,2.4,-0.8342022940563198,8.6
2002-05-01,0.3005949649596005,1.0,100.5244,2.1,-0.727650727650726,8.6
2002-06-01,0.001330235849309247,1.0,100.352,1.9,-0.31185031185031603,8.6
2002-07-01,0.7051260824227938,1.0,100.215,2.0,0.8474576271186439,8.7
2002-08-01,0.35372895829641493,1.0,100.0608,2.2,-1.1375387797311298,8.7
2002-09-01,0.002331834170036018,1.0,99.90261,2.1,0.524109014675048,8.8
2002-10-01,0.7296101991269097,1.0,99.66681,2.3,1.27523910733263,8.8
2002-11-01,0.9851734326221049,1.0,99.35054000000001,2.3,2.56684491978609,8.9
2002-12-01,0.9981551200035028,1.0,99.03403,2.3,0.318471337579622,8.9
2003-01-01,0.49909647513050004,1.0,98.80537,2.2,1.9108280254777,9.1
2003-02-01,3.783025749726221e-05,1.0,98.65755,2.4,1.7989417989418,9.1
2003-03-01,0.0024885675848054234,1.0,98.60521999999999,2.4,0.104931794333696,9.2
2003-04-01,0.004939304912113585,1.0,98.72075,2.1,0.736067297581491,9.2
2003-05-01,0.37534399411379127,1.0,98.90682,1.9,-1.3612565445026201,9.2
2003-06-01,0.1887441354963812,1.0,99.08858000000001,2.0,-1.77267987486966,9.2
2003-07-01,0.9974248089129105,0.0,99.19530999999999,2.0,0.630252100840321,9.2
2003-08-01,0.9970926060777856,0.0,99.23035,2.1,-0.8368200836820079,9.2
2003-09-01,0.9967604032426607,0.0,99.27620999999999,2.2,-1.4598540145985401,9.2
2003-10-01,0.0014074789687583689,0.0,99.3477,2.1,1.67890870933894,9.2
2003-11-01,0.002154049941964331,0.0,99.42994,2.2,0.729927007299268,9.2
2003-12-01,0.9973068313920521,0.0,99.4628,2.0,2.43386243386242,9.3
2004-01-01,0.8845727841369808,0.0,99.51034,1.8,0.729166666666676,9.4
2004-02-01,0.9481348727931618,0.0,99.58811999999999,1.7,1.03950103950104,9.4
2004-03-01,0.6238677484361688,0.0,99.58771999999999,1.7,1.57232704402515,9.5
2004-04-01,0.44273822476388885,0.0,99.5065,2.1,2.0876826722338198,9.4
2004-05-01,0.4902105359433335,0.0,99.44808,2.5,3.9278131634819595,9.4
2004-06-01,0.061876027732068906,0.0,99.45183,2.4,3.9278131634819595,9.4
2004-07-01,0.9993939630076056,0.0,99.49535,2.3,3.02713987473906,9.4
2004-08-01,0.8719992279242433,0.0,99.57471,2.4,1.89873417721519,9.4
2004-09-01,0.744604492840881,0.0,99.66079,2.2,3.8095238095238,9.4
2004-10-01,0.6654354548469806,0.0,99.70393,2.4,1.75438596491227,9.4
2004-11-01,0.057980235513241496,0.0,99.71555,2.3,0.9316770186335409,9.4
2004-12-01,0.24569718607866284,0.0,99.78101,2.3,0.723140495867778,9.4
2005-01-01,0.5010270704806317,0.0,99.88015,1.9,1.65460186142709,9.3
2005-02-01,0.5802685539674712,0.0,99.93366,2.1,0.925925925925915,9.3
2005-03-01,0.5829711065918672,0.0,99.87182,2.2,1.1351909184726399,9.3
2005-04-01,0.5149745617381996,0.0,99.69275,2.1,1.7382413087934598,9.4
2005-05-01,0.6618730067930301,0.0,99.46835,2.0,0.20429009193053302,9.3
2005-06-01,0.41492093775304967,0.0,99.32766,2.0,1.1235955056179698,9.3
2005-07-01,0.6650615762579642,0.0,99.28973,2.1,0.9118541033434542,9.2
2005-08-01,0.003870242515404243,0.0,99.34843000000001,2.2,1.86335403726709,9.2
2005-09-01,0.9751551605877466,0.0,99.39848,2.6,1.7329255861366,9.2
2005-10-01,0.5584796863549855,0.0,99.48433,2.5,1.41987829614605,9.2
2005-11-01,0.2862571881953045,0.0,99.63835,2.3,4.20512820512819,9.1
2005-12-01,0.0001036153407767415,0.0,99.90675,2.3,3.0769230769231,9.1
2006-01-01,0.14562081797339488,0.0,100.1397,2.5,3.0518819938962203,9.0
2006-02-01,0.4170867095720799,0.0,100.25399999999999,2.4,3.26197757390417,8.9
2006-03-01,0.6646143883408513,0.0,100.3083,2.2,4.08163265306122,8.8
2006-04-01,0.99914209349663,0.0,100.3322,2.5,2.8140703517587995,8.7
2006-05-01,0.5622268874780275,0.0,100.3002,2.5,5.912334352701349,8.6
2006-06-01,0.6606002704374987,0.0,100.2758,2.5,4.84848484848484,8.5
2006-07-01,0.4404088731304606,0.0,100.3312,2.5,3.9156626506024104,8.4
2006-08-01,0.2202174758234226,0.0,100.4042,2.3,5.48780487804876,8.4
2006-09-01,2.6078516384586692e-05,0.0,100.4942,1.8,4.10821643286575,8.3
2006-10-01,0.4994349678581784,0.0,100.5897,1.6,3.70000000000002,8.2
2006-11-01,0.6425519157855888,0.0,100.7176,1.9,2.9527559055118298,8.2
2006-12-01,0.9988728731987067,0.0,100.848,1.9,5.67164179104476,8.0
2007-01-01,0.99929374291969,0.0,100.9063,1.9,4.34353405725569,8.0
2007-02-01,0.39443298491096357,0.0,101.0058,1.9,4.93583415597236,7.9
2007-03-01,0.9466380504891276,0.0,101.1102,2.0,4.803921568627469,7.8
2007-04-01,0.9989122863516968,0.0,101.2133,1.9,3.12805474095796,7.7
2007-05-01,0.5480999568244442,0.0,101.3193,1.9,3.3686236766121103,7.7
2007-06-01,0.9523772181585498,0.0,101.3106,1.9,3.56454720616571,7.6
2007-07-01,0.9994278624290018,0.0,101.1785,1.8,3.9613526570048396,7.6
2007-08-01,0.9930497902096249,0.0,100.8913,1.8,4.4315992292871105,7.6
2007-09-01,0.13184237164802784,0.0,100.5546,2.2,3.84985563041385,7.5
2007-10-01,0.9966311724827392,0.0,100.2231,2.6,4.918032786885219,7.5
2007-11-01,-0.2615237063825286,0.0,99.84600999999999,3.1,3.3460803059273196,7.4
2007-12-01,0.7374097038064065,0.0,99.54218,3.1,2.25988700564973,7.4
2008-01-01,0.6656455332510328,1.0,99.27857,3.3,3.59508041627248,7.4
2008-02-01,0.28536864386551314,1.0,99.1179,3.3,2.9162746942615403,7.4
2008-03-01,0.661271782591939,1.0,98.95102,3.7,1.77736202057996,7.4
2008-04-01,0.6462573924467766,1.0,98.65762,3.3,4.36018957345971,7.5
2008-05-01,0.5067539129049692,1.0,98.18915,3.8,-0.46554934823089794,7.5
2008-06-01,0.4702380619200994,1.0,97.63859000000001,4.1,-0.37209302325581894,7.6
2008-07-01,0.3327341291102736,1.0,97.31738,4.2,-1.3940520446096798,7.6
2008-08-01,0.4703534773004885,1.0,97.35525,3.9,-2.4907749077490897,7.7
2008-09-01,0.6079728254907033,1.0,97.43418,3.7,-2.7803521779425298,7.8
2008-10-01,0.49962245326605625,1.0,97.30985,3.2,-5.974264705882349,7.9
2008-11-01,0.44066366510135896,1.0,97.15208,2.2,-8.788159111933389,8.1
2008-12-01,0.3120292469247943,1.0,96.9701,1.7,-12.6151012891344,8.4
2009-01-01,0.19966443359153346,1.0,96.85428,1.2,-16.8036529680365,8.8
2009-02-01,0.1435213816803298,1.0,96.79448000000001,1.3,-18.555758683729398,9.1
2009-03-01,0.1288762275435147,1.0,96.9078,0.6,-19.3014705882353,9.3
2009-04-01,0.990146081361066,1.0,97.24667,0.7,-21.2534059945504,9.5
2009-05-01,0.5878366670294781,1.0,97.65762,0.1,-16.9317118802619,9.6
2009-06-01,0.01859452883945778,0.0,98.08546,-0.1,-16.6199813258637,9.7
2009-07-01,0.9648079806938767,0.0,98.52600000000001,-0.6,-15.6456173421301,9.8
2009-08-01,0.0007124171388568357,0.0,98.96159,-0.1,-15.231788079470197,9.9
2009-09-01,0.9981337252053587,0.0,99.36806999999999,-0.3,-12.5834127740705,10.0
2009-10-01,0.021959054996841587,0.0,99.64272,-0.1,-10.752688172043,10.1
2009-11-01,0.8529320207053388,0.0,99.75701,0.5,-7.0993914807302305,10.1
2009-12-01,0.5972273620776832,0.0,99.7336,0.9,-3.477344573235,10.2
2010-01-01,0.9992343176563736,0.0,99.56005,0.9,2.30515916575193,10.2
2010-02-01,0.025834351079538465,0.0,99.29613,0.8,3.9281705948372503,10.3
2010-03-01,0.42700268292433713,0.0,99.07954000000001,1.6,7.40318906605922,10.3
2010-04-01,0.6835462080135974,0.0,98.88654,1.6,9.342560553633211,10.3
2010-05-01,0.23229111180747472,0.0,98.60871999999999,1.7,8.67117117117118,10.3
2010-06-01,0.7442983720829943,0.0,98.55356,1.5,8.17469204927211,10.3
2010-07-01,0.8647196884267032,0.0,98.82743,1.7,7.48603351955308,10.2
2010-08-01,0.0004629922768799588,0.0,99.22301999999999,1.6,8.37053571428573,10.2
2010-09-01,0.7157881301879699,0.0,99.47673,1.9,5.9978189749182205,10.2
2010-10-01,0.6781946086945633,0.0,99.57214,1.9,7.338444687842281,10.3
2010-11-01,0.20601187769934767,0.0,99.59824,1.9,7.969432314410501,10.2
2010-12-01,0.5981161726764791,0.0,99.48611,2.2,8.84279475982534,10.2
2011-01-01,0.0004599693711497821,0.0,99.34648,2.3,6.33047210300429,10.2
2011-02-01,-0.18990413541359885,0.0,99.24623000000001,2.4,8.09935205183586,10.1
2011-03-01,0.2502950541296741,0.0,99.09634,2.7,6.256627783669139,10.1
2011-04-01,0.00023043505643727258,0.0,98.94791,2.8,5.27426160337553,10.0
2011-05-01,0.5085459314432228,0.0,98.89038000000001,2.7,4.04145077720207,10.1
2011-06-01,0.3594256380133124,1.0,98.86439,2.7,2.48447204968944,10.1
2011-07-01,0.9850397754926234,1.0,98.71931,2.6,3.95010395010394,10.2
2011-08-01,0.4306920905946754,1.0,98.40701,2.6,3.08959835221421,10.3
2011-09-01,0.1083449380142459,1.0,98.12696,3.0,1.95473251028806,10.5
2011-10-01,0.49947309276103624,1.0,97.93941,3.0,0.816326530612244,10.6
2011-11-01,0.9944555168040097,1.0,97.87768,3.0,0.20222446916076,10.7
2011-12-01,0.03663862957425105,1.0,97.82812,2.8,-1.2036108324975001,10.8
2012-01-01,0.3574001327522436,1.0,97.84348,2.6,-1.4127144298688201,10.9
2012-02-01,0.678161635930236,1.0,97.94083,2.7,-1.6983016983016799,11.0
2012-03-01,0.9989231391082285,1.0,98.00234,2.7,-1.9960079840319198,11.2
2012-04-01,0.5579415943890732,1.0,97.92952,2.6,-2.4048096192384603,11.3
2012-05-01,0.58430426492608,1.0,97.83341999999999,2.4,-2.09163346613545,11.4
2012-06-01,-0.4469755187164992,1.0,97.74396,2.4,-1.6161616161616001,11.5
2012-07-01,0.9958888187393313,1.0,97.62208000000001,2.4,-2.3,11.5
2012-08-01,-0.0013780331355519593,1.0,97.44923,2.6,-1.6983016983016799,11.6
2012-09-01,0.9903509986470453,1.0,97.26539,2.6,-2.52270433905146,11.7
2012-10-01,0.3519723339583531,1.0,97.17407,2.5,-3.0364372469635703,11.9
2012-11-01,-0.21941136805980932,1.0,97.13472,2.2,-4.03632694248235,12.0
2012-12-01,0.551582827407401,1.0,97.16589,2.2,-2.9441624365482197,12.0
2013-01-01,0.4963206161337439,1.0,97.32861,2.0,-2.55885363357216,12.2
2013-02-01,0.5259788783514523,1.0,97.4716,1.9,-3.0487804878048803,12.2
2013-03-01,0.9985250760510098,0.0,97.54385,1.7,-1.8329938900203702,12.2
2013-04-01,0.022893858142197132,0.0,97.5915,1.2,-0.821355236139641,12.2
2013-05-01,0.36704913363792,0.0,97.62963,1.4,-1.52594099694813,12.2
2013-06-01,0.9501763042382663,0.0,97.79035999999999,1.6,-0.616016427104742,12.2
2013-07-01,0.9985103503859136,0.0,98.061,1.6,-1.74002047082908,12.1
2013-08-01,0.8114263272703586,0.0,98.40298,1.3,-2.0325203252032598,12.1
2013-09-01,0.6243423041548036,0.0,98.7049,1.1,0.0,12.1
2013-10-01,0.6644350525942476,0.0,98.85999,0.7,0.313152400835077,12.1
2013-11-01,0.9764230374421459,0.0,98.99555,0.9,2.41850683491064,12.1
2013-12-01,0.5988735243396756,0.0,99.15,0.8,1.67364016736403,12.0
2014-01-01,0.7990442858548097,0.0,99.33310999999999,0.8,1.7857142857142903,12.1
2014-02-01,0.9992150473699439,0.0,99.51134,0.7,2.30607966457021,12.0
2014-03-01,0.4766227851941949,0.0,99.67645,0.5,0.6224066390041341,12.0
2014-04-01,0.9945099681935972,0.0,99.77901999999999,0.7,2.0703933747411902,11.8
2014-05-01,-0.9847625081893057,0.0,99.84311,0.5,1.03305785123967,11.8
2014-06-01,0.005602422741503688,0.0,99.83563000000001,0.5,0.516528925619842,11.6
2014-07-01,0.995967353672313,0.0,99.74211,0.4,2.18750000000001,11.7
2014-08-01,-0.9770189074333757,0.0,99.57417,0.4,-0.103734439834038,11.5
2014-09-01,0.2997843198584936,0.0,99.46301,0.3,0.828157349896491,11.6
2014-10-01,-0.19101365129851425,0.0,99.46387,0.4,1.04058272632675,11.6
2014-11-01,-0.014421083566655094,0.0,99.55533,0.3,-0.616016427104742,11.6
2014-12-01,-0.09808914652825883,0.0,99.80624,-0.2,1.02880658436214,11.5
2015-01-01,-0.18175720948986254,0.0,100.2283,-0.6,0.825593395252837,11.4
2015-02-01,-0.2654252724514663,0.0,100.6929,-0.3,2.4590163934426297,11.4
2015-03-01,0.7533772610380159,0.0,100.9846,-0.1,3.19587628865979,11.3
2015-04-01,0.9994255916681141,0.0,101.0074,0.2,1.0141987829614598,11.2
2015-05-01,0.6035407325252891,0.0,100.8567,0.6,2.55623721881391,11.1
2015-06-01,0.999440969681018,0.0,100.6845,0.5,3.28879753340187,11.1
2015-07-01,0.015712555206846446,0.0,100.5708,0.5,2.95616717635067,10.8
2015-08-01,-0.4856184035597835,0.0,100.6118,0.4,3.63447559709242,10.7
2015-09-01,-0.9869493623264134,1.0,100.7258,0.2,2.9774127310061402,10.7
2015-10-01,0.5883097032662287,1.0,100.8638,0.4,3.5015447991761297,10.7
2015-11-01,0.2849738984441501,1.0,101.0079,0.1,3.3057851239669502,10.6
2015-12-01,0.9990665667355643,1.0,101.0885,0.3,1.9348268839103702,10.6
2016-01-01,0.9963798633834813,1.0,101.0366,0.3,5.22006141248721,10.5
2016-02-01,-0.33163980301469564,1.0,100.8707,-0.1,0.900000000000001,10.5
2016-03-01,0.2421538909256924,1.0,100.6926,0.0,0.399600399600427,10.3
2016-04-01,0.8159475848660804,1.0,100.6017,-0.3,2.3092369477911805,10.3
2016-05-01,-0.658035933971405,1.0,100.5659,-0.1,0.0997008973080771,10.2
2016-06-01,0.3214225159099442,1.0,100.568,0.0,0.8955223880596909,10.2
2016-07-01,0.027917444240301847,1.0,100.5576,0.2,0.29702970297027903,10.0
2016-08-01,0.2824232710176148,0.0,100.589,0.2,1.50300601202403,10.0
2016-09-01,0.5369290977949277,0.0,100.6919,0.4,1.1964107676969298,9.9
2016-10-01,0.0023623880406375974,0.0,100.8675,0.5,1.79104477611938,9.9
2016-11-01,0.791013779034256,0.0,101.042,0.6,2.8,9.9
2016-12-01,0.39680617750091185,0.0,101.1425,1.1,2.29770229770231,9.7
2017-01-01,0.00259857596756774,0.0,101.1463,1.7,-0.7782101167315278,9.7
2017-02-01,0.8876152927696239,0.0,101.0919,2.0,1.68483647175421,9.6
2017-03-01,0.9848061397206038,0.0,101.1317,1.5,1.89054726368157,9.5
2017-04-01,0.810050737025449,0.0,101.2223,1.9,1.3738959764474699,9.3
2017-05-01,0.20184558266191743,0.0,101.3369,1.4,3.28685258964146,9.3
2017-06-01,0.9992511618474964,0.0,101.4859,1.3,1.97238658777119,9.1
2017-07-01,0.414439320742531,0.0,101.603,1.3,3.55380059230012,9.1
2017-08-01,-0.17037252036243444,0.0,101.7034,1.5,4.2448173741362405,9.0
2017-09-01,0.6678739409350479,0.0,101.8225,1.6,3.5467980295566295,8.9
2017-10-01,0.9994391146829003,0.0,101.97200000000001,1.4,2.83479960899315,8.8
2017-11-01,0.9985312366382763,0.0,102.104,1.5,4.96108949416342,8.7
2017-12-01,0.9988313760485552,0.0,102.1857,1.3,5.46875000000001,8.7
2018-01-01,0.9991315154588342,1.0,102.1512,1.3,3.72549019607844,8.7
2018-02-01,0.9994316548691131,1.0,102.0152,1.1,2.3391812865497204,8.6
2018-03-01,0.9993417433870491,1.0,101.852,1.4,2.7343749999999907,8.5
2018-04-01,0.5644143096214975,1.0,101.7076,1.2,1.74249757986447,8.4
2018-05-01,0.9971815864264499,1.0,101.5672,2.0,2.7000964320153997,8.3
2018-06-01,0.9438834730535746,1.0,101.4994,2.0,2.61121856866537,8.2
2018-07-01,0.9994633666501613,1.0,101.4613,2.2,-0.0953288846520508,8.1
2018-08-01,0.7496901357117167,1.0,101.4222,2.1,0.7575757575757679,8.0
2018-09-01,0.4999169047732721,1.0,101.3736,2.1,0.28544243577545597,8.0
2018-10-01,0.999005446130468,1.0,101.3404,2.3,0.475285171102668,8.0
2018-11-01,0.048439815252398453,1.0,101.2336,1.9,-3.3364226135310697,7.9
2018-12-01,-0.9428704623132944,1.0,101.1078,1.5,-3.1481481481481497,7.9
2019-01-01,0.9013686689043728,1.0,101.0994,1.4,-0.18903591682419896,7.9
2019-02-01,-0.9912114557810128,1.0,101.1338,1.5,0.380952380952365,7.8
2019-03-01,-0.9970112455775961,1.0,101.1566,1.4,0.380228136882134,7.7
2019-04-01,0.6109464764595032,1.0,101.1279,1.7,0.28544243577545597,7.7
2019-05-01,0.557162476634403,1.0,101.111,1.2,-0.7511737089201771,7.6
2019-06-01,0.5033784768093028,1.0,101.0774,1.3,-1.69651272384543,7.5
2019-07-01,0.45297551012966625,1.0,101.0638,1.0,-0.572519083969473,7.5
2019-08-01,0.40257254345002974,1.0,101.0376,1.0,-1.69172932330827,7.5
2019-09-01,0.3521695767703932,1.0,101.0502,0.8,-0.9487666034155509,7.5
2019-10-01,0.6723993013529252,1.0,101.0681,0.7,-0.6622516556291271,7.4
2019-11-01,0.0920419300479504,1.0,101.0995,1.0,-0.5752636625119499,7.5
2019-12-01,0.9993834966735449,1.0,101.0647,1.3,-2.77246653919693,7.5
2020-01-01,0.4996099291165592,1.0,100.9045,1.4,-1.3257575757575701,7.5
2020-02-01,0.7514525751539622,1.0,100.3076,1.2,-1.51802656546489,7.4
2020-03-01,-0.11976044301627553,1.0,99.01021999999999,0.7,-12.310606060606101,7.2
2020-04-01,-0.9909734611865133,1.0,97.70109000000001,0.3,-28.462998102466802,7.4
2020-05-01,0.13470016478095204,1.0,97.58476999999999,0.1,-18.8268684957427,7.6
2020-06-01,-0.9868739658559207,0.0,98.19553,0.3,-10.6423777564717,8.1
2020-07-01,-0.4988032600279742,0.0,98.71597,0.4,-5.85412667946257,8.5
2020-08-01,-0.010732554200027722,0.0,99.01621999999999,-0.2,-5.640535372848951,8.6
2020-09-01,0.4773381516279187,0.0,99.10545,-0.3,-5.45977011494253,8.6
2020-10-01,0.9736907543847337,0.0,98.97146,-0.3,-3.0476190476190697,8.4
2020-11-01,-0.040038789200480096,0.0,98.88295,-0.3,0.964320154291216,8.2
2020-12-01,-0.022094682579336222,0.0,99.0761,-0.3,2.85152409046214,8.2
2021-01-01,-0.0041505759581923485,0.0,99.22785999999999,0.9,1.34357005758157,8.2
2021-02-01,0.5020232245224179,0.0,99.52116,0.9,0.289017341040466,8.2
2021-03-01,0.9901831548777409,0.0,100.0178,1.3,13.606911447084201,8.2
2021-04-01,0.9994448156503495,0.0,100.5888,1.6,41.114058355437706,8.2
2021-05-01,0.47212487895740196,0.0,101.3127,2.0,22.1445221445222,8.0
2021-06-01,0.8247792345888835,0.0,101.8484,1.9,10.5150214592275,7.8
2021-07-01,0.9988906550279353,0.0,101.9419,2.2,8.46075433231398,7.7
2021-08-01,0.8913724482408725,0.0,101.8411,3.0,5.5724417426545,7.5
2021-09-01,0.7838542414538097,0.0,101.7272,3.4,5.97771023302938,7.4
2021-10-01,0.9934922525353613,0.0,101.42399999999999,4.1,2.94695481335955,7.3
2021-11-01,0.30594428675127955,0.0,100.9869,4.9,0.9551098376313192,7.1
2021-12-01,0.0035483131650835276,0.0,100.5871,5.0,4.3977055449330695,7.0
2022-01-01,0.4371595498851093,0.0,100.1092,5.1,1.04166666666666,6.9
2022-02-01,0.9973919635522179,0.0,99.24401999999999,5.9,2.68972142170991,6.8
2022-03-01,0.37866916189280647,0.0,97.88199,7.4,1.04562737642585,6.8
2022-04-01,0.4503685854142532,0.0,97.00676999999999,7.5,-1.1278195488722,6.7
2022-05-01,0.9955520525109023,0.0,96.53373,8.1,3.14885496183204,6.7
2022-06-01,0.4872787240165053,0.0,96.07330999999999,8.7,3.7864077669903,6.7
2022-07-01,0.382871892254722,0.0,95.65578000000001,8.9,-0.375939849624065,6.7
2022-08-01,0.27846506049293873,0.0,95.46453000000001,9.2,5.95009596928984,6.7
2022-09-01,0.1740582287311554,0.0,95.33091999999999,9.9,5.54493307839389,6.7
2022-10-01,-0.9965965773444623,0.0,95.5686,10.6,3.91221374045802,6.6
2022-11-01,0.16179407667004853,0.0,96.12844,10.1,2.83822138126773,6.7
2022-12-01,0.08156931074336171,0.0,96.69641999999999,9.2,-2.3809523809523703,6.7
2023-01-01,-0.03717367351055145,0.0,97.1684,8.7,0.28116213683224395,6.7
2023-02-01,0.44815700908657163,0.0,97.5296,,1.68381665107575,
2023-03-01,0.6842768677452113,0.0,97.77405,,-2.06961429915333,
2023-04-01,0.9744729475933127,0.0,98.0188,,0.0,
2023-05-01,0.001269307431357447,0.0,98.23151,,-2.5901942645698397,
2023-06-01,0.11355074062012135,0.0,98.43311,,-1.5902712815715803,
2023-07-01,0.999430979412864,0.0,98.51302,,-2.0754716981132098,
2023-08-01,-0.2325944253243506,0.0,98.39116,,-5.434782608695659,
2023-09-01,0.10545607794392708,0.0,98.18958,,-6.34057971014495,
2023-10-01,-0.31381735870672856,0.0,98.13075,,-5.6932966023875204,
2023-11-01,0.1907801271765493,0.0,98.26365,,,
2023-12-01,0.12357956124469638,0.0,98.46674,,,
2024-01-01,-0.13764088257448748,0.0,98.56668,,,
2024-02-01,-0.39886132639367133,0.0,,,,
2024-03-01,0.9969752921024337,0.0,,,,
2024-04-01,0.5003909932420356,0.0,,,,
2024-05-01,-0.22234669604949886,0.0,,,,
2024-06-01,-0.9450843853410333,0.0,,,,
2024-07-01,-0.46640197187662125,0.0,,,,
2024-08-01,0.15175133326556534,0.0,,,,
2024-09-01,0.7699046384077519,0.0,,,,
2024-10-01,0.9752665004925802,0.0,,,,
2024-11-01,0.620018989629898,0.0,,,,
2024-12-01,0.9978076051484095,0.0,,,,
2025-01-01,0.8442740179598331,0.0,,,,
